rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,local_result,anthropic_result,semantic_score_anthropic
4,Typical thin and slinky silk scrunchies,"There are six silk scrunchies in this package in different basic colors. They are thin and slinky and are typical of what I expect of silk holders.<br /><br />These hold my hair well but as is expected of silk, can easily slide out. These are best on long hair because the potential to slide off is not as great. I personally prefer velvet scrunchies to these silk ones because they are ""beefier"" looking. However, for those who want the elegance of silk, then this delivers.<br /><br />The current price of $20.79 ($25.99 minus 20%) comes to $3.47 per band which is competitively priced for 100% Mulberry silk items like these.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61LtQ1Bn72L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61LtQ1Bn72L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61LtQ1Bn72L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71PPSBL8dLL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71PPSBL8dLL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71PPSBL8dLL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09ZKWV5MK,B09ZKWV5MK,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-06-04 03:44:47.951,1,False,Silk scrunchies for long hair available.,"Silk scrunchies: elegant, thin, slippery.",0.29292929292929293
3,The cream is blue but goes on clear; it is very hydrating; looks like ½ a jar,"The photo on Amazon must be wrong. This cream is blue and not white. I hate colored creams. However, this goes on clear and was so super hydrating to my face, that I did not mark it down for the color. Note that the box it came in was all smashed and it was almost double the size of the jar. They could have fit almost two jars of this in the box. In addition, the cream in the jar looks half full.<br /><br />I love the results but not the packaging or the color or the jar being half full.<br /><br />The current price of $15.99 for 1.69 fluid ounces is competitive. NOTE THE SIZING (.05 fluid ounces) SPECIFIED ON AMAZON is wrong too.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61hR2aQ5CFL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61hR2aQ5CFL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61hR2aQ5CFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08HVRP54L,B08HVRP54L,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-05-26 23:20:16.628,1,False,Product's performance exceeded expectations.,"Blue cream, clear application, effective.",0.0
4,"Thick, fragrance-free diaper cream; absorbs in about 30 seconds","The flip top cap has a tab on it that has to be pulled before dispensing this. The cream is very thick and reminds me of Elmer's glue. It is scentless and takes about 30 seconds to absorb. After that the skin is fully hydrated and protected. For the current price of $11.99, this is decent diaper rash cream.",[],B08WPXVK2P,B08WPXVK2P,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-05-25 22:55:51.455,1,False,Decent diaper rash cream for $11.99.,"Thick, scentless cream hydrates skin.",0.08333333333333333
3,Good detangling comb for the right pet; handle could be thicker; my cats hate this - 2.5 stars,"I love the tines on this long and short detangling comb.The only thing I do not like is the thin handle. I would have preferred a thick silicone handle so that I could get a better grip. The tines are strong and the spacing allows it to work very well BUT there are issues. <br /><br />I have three long-haired cats and unfortunately, my cats do no like this as it really pulls at their hair. Therefore, I have mixed feelings about this comb. On one hand, it detangles and gets out a lot of hair but on the other, my cats want to bite me when using it. I love how it works but not their response.","[{'small_image_url': 'https://m.media-amazon.com/images/I/7195jLRRHHL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/7195jLRRHHL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/7195jLRRHHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71om4o9espL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71om4o9espL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71om4o9espL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09QHM6FKK,B0B5X48DZR,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-04-25 21:26:38.863,1,False,Detangles hair but problematic for cats.,Comb detangles but cats dislike.,0.2727272727272727
3,Light-weight cream that is a bit tacky to start; slightly moisturizing once absorbed; scentless,"This comes in a one gallon jug. There are two negatives to me. First, the biggest negative is that it takes work to dispense the lotion. Second, this lightweight lotion goes on tacky and takes a few minutes to absorb. Once absorbed, however, it is lightly moisturizing and it leaves my skin soft.<br /><br />This is vegan per the bottle and the lotion is scentless. My favorite lotion is [[ASIN:B09HYPWMKG Ginger Lily Farms Pure Morocco Argan Oil Butter Lotion]]. That is perfect for a massage as well. It has a fragrance and is cruelty-free but not vegan.<br /><br />This is decent but the initial tackiness I dislike. The current price of $54.99 for 128 ounces comes to $.43 per ounce, which is almost double the price of the lotion I love.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51aozdJE2FL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51aozdJE2FL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51aozdJE2FL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61j7iT+I5zL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61j7iT+I5zL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61j7iT+I5zL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08N5NDVGH,B08N5NDVGH,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-03-15 21:56:02.768,1,False,Light lotion is lightly moisturizing and decent.,"Decent, tacky, vegan, scentless, pricey.",0.08333333333333333
2,Not totally easy clean brush & tines do not pull through all the way,"I used this on my three long-haired cats and it picked up some hair. Since the surface area of the brush is small, there is not much hair that is picked up compared to other brushes. Also, I tried several of these types of brushes and this one is not as easy to clean as the others. The way this is supposed to work is to retract the bristles with the button and the hair that remains on top can be slid off. Since the tines do not retract fully on the top part of the brush, the hair does not slide off easily. Instead, I have to pick it off.<br /><br />Note that this is for long-haired pets only; I would not use this with a pet with short hair. I have three long-haired cats and even though this works some, I am not impressed for the two reasons I mentioned above. My favorite brush like this is [[ASIN:B09RH8FMMS this one]].<br /><br />The current price of $20.99 is outrageous for this as it is about $10 to $12 more than others of better or similar quality.","[{'small_image_url': 'https://m.media-amazon.com/images/I/51Pf5unNkHL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/51Pf5unNkHL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/51Pf5unNkHL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/617WaPj2j8L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/617WaPj2j8L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/617WaPj2j8L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61QfPjskFxL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61QfPjskFxL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61QfPjskFxL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/61tAiLsbM5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61tAiLsbM5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61tAiLsbM5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71iimioKipL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71iimioKipL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71iimioKipL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71mQIFFUBNL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71mQIFFUBNL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71mQIFFUBNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09P144WHW,B09P144WHW,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-03-14 00:14:57.957,1,False,Short-bristled cat hair brush ineffective cleaning.,Brush works somewhat; overpriced.,0.09090909090909091
3,Great medium-density blenders; flat angle is perfect for smooth applications; bad pricing on pkg,"This is a nice set of five individually wrapped pink-colored blending sponges all with an angled side. I love the sponges as they are of medium-density.<br /><br />The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are of medium density, they do not soak up as much foundation as others that are more airy. I also love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />These blenders make a great gift for the make-up obsessed. These would have been perfect as gifts for the Easter Basket or as a stocking stuffer because each comes in their own package EXCEPT for the negative issue I mention below.<br /><br />There is one big negative, however. Each package is marked with a price of $1.55 each. Unfortunately, at the current price of $9.95, it comes to $1.99 per sponge which is $.44 cents more than the price marked. Therefore, I cannot recommend these if they are being used for resale or as stocking stuffers or Easter basket gifts because the price is actually more than it says on the package.","[{'small_image_url': 'https://m.media-amazon.com/images/I/61AsAyIRdlL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61AsAyIRdlL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61AsAyIRdlL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/711HOIIHXGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/711HOIIHXGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/711HOIIHXGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09QT8SLJB,B09QT8SLJB,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2022-03-12 21:50:48.816,2,False,Positive sponges with bad labeling issue.,"Sponges good, pricing discrepancy bad.",0.1818181818181818
4,Beautiful compact mirror w/high-gloss shine; nice tray; okay case all w/an inspirational verse,"This is a nice set. It contains a beautiful compact mirror with regular and close-up mirrors on the inside. Both mirrors are small but functional. It is fashioned like a pocket watch. The clasp is solid and the finish is high-gloss like the interior mirror itself.<br /><br />The saying (see below) on the outside of both sides of the mirror is inspirational. It says ""Beautiful girl you can do amazing things.""<br /><br />There is also a small dish for jewelry and a very cheap make-up case all with the same inspirational verse.<br /><br />In summary, this is a nice gift set. The current price of $20.89 ($21.99 minus 5%) is competitive.","[{'small_image_url': 'https://m.media-amazon.com/images/I/810MSsnGxML._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/810MSsnGxML._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/810MSsnGxML._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81nt6AQOJML._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81nt6AQOJML._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81nt6AQOJML._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B092M5K59T,B092M5K59T,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-12-07 01:29:14.514,1,False,Compact mirror set with inspirational quotes.,"Mirror, dish, case; inspirational message.",0.1818181818181818
5,These bandages have many uses; sticks to itself and not to skin or fur; not only tattoo grip tape,"These bandages have many uses. There are 16 black rolls that are individually wrapped and each roll is 5 yards apiece and 2 inches tall. These self-adhere as the bandage is wrapped around a hand, leg, arm, etc. These stick well. The stretch allows this to be used like kinesiology tape with the exception that one cannot shower with this successfully and each wrap is for one-time use.<br /><br />The entire roll does not have to be used at once as it depends on the amount needed. When used where joints open and close, such as a knee or elbow, the wrap may bunch up in the crease as expected. However, this is perfect to use as a lightweight version of a carpal tunnel brace by wrapping it around a bad wrist, hand, and thumb. It does not stick to my skin nor to a pet's fur, which is wonderful.<br /><br />This is versatile enough to wrap around the handle of a tennis racquet to get a good grip or an umbrella or cane handle. There are just so many useful possibilities besides medical reasons.<br /><br />In summary, because the wraps are two inches wide and are not designed to stick to the skin, it does have a tendency to bunch up if wrapped around a knee or elbow, so it is not perfect for everything. I feel these are great bandages to have in one's medicine cabinet. At the current price of $15.19 ($15.99 minus 5%) it comes to $.95 cents per roll which is on the high side of competitively priced. These are self-adhesive bandages rebranded as tattoo grip tape.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81477RkXThL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81477RkXThL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81477RkXThL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B099NFX3GJ,B09XX4VR4Y,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-10-15 23:38:54.612,2,False,Multipurpose self-adhesive bandage wraps available.,Versatile bandages; many non-medical uses.,0.08333333333333333
5,I love these dense blenders & their flat angle which is perfect for smooth applications,"This is a nice set of 10 colored blending sponges all with an angled side. I love the sponges as they are dense.<br /><br />The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are dense, they do not soak up as much foundation as others that are more airy.<br /><br />These blenders make a great gift for the make-up obsessed. These are also perfect as gifts for the Easter Basket or as a stocking stuffer. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />At the current price of $8.49 ($9.99 minus 15%) these are a reasonable $.85 per sponge.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81LQLQ8lcsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81LQLQ8lcsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81LQLQ8lcsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09C1S6LSV,B09C1S6LSV,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-10-15 23:29:59.912,3,False,Colored blending sponges are excellent quality.,"Dense, angled sponges blend well.",0.1818181818181818
4,Love the angles on this blender sponge; since it is dense liquid foundation does not absorb easily,"This is a lovely blender sponge. I love that this is dense because it does not absorb liquid foundation as some other less dense sponges I tried previously<br /><br />What attracted me to this the most are the angles.The two flat sides are great for smooth applications. The tip is great for more precision, such as around the eye. The round ends are good for blending or any large make-up application.<br /><br />This feels good to hold, blends well, and feels soft against my skin.  Also, the sponge does not smell.<br /><br />In summary, this blender makes a great gift for the make-up obsessed. The only reason I rated this 4 stars instead of 5 is because of the price. The current price of $7.50 is on the pricey side. I tried other blenders of this quality that sell for less than half this price when purchased in a pack of three or more. For instance this [[ASIN:B08QCJ3DF7 set]] currently sells for $2.50 per sponge as there are 4 sponges for $9.99. Even though all the angles are not in one sponge, the functionality is still there and they are dense, which I like.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81W-Fm3JRaL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81W-Fm3JRaL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81W-Fm3JRaL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B097YYB2GV,B097YYB2GV,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-10-07 21:47:22.306,1,False,Review of dense makeup blender sponge.,Dense angled sponge blends well.,0.1818181818181818
3,Cute MOM gift but not as fragrant or impressive as I expected,"[[VIDEOID:f77804a8088c40dfbef6fdcfacf8b15a]] There are three individually wrapped bath bombs in this set along with one bar of hand soap and a package of dried rose petals. In total there are five items. The bath bombs spell MOM with the heart substituting for the letter O.<br /><br />The outside packaging looks giftable but the inside is just an ordinary uninspiring throw-away box. The fragrance of the bombs and soap is hardly noticeable. It has a whisper of rose aroma and I detect no lavender at all. I did try the letter M bomb in a hand bath and it dissolved in 5 minutes in lukewarm water and a nice foam of suds lasted about 10 minutes. The results initially felt moisturizing because my hands felt a little oily after the hand bath; however, eventually I needed to moisturize my hands with lotion.<br /><br />With regard to the dried petals, one has to like something like that in their bath because it requires straining the water so that they don't go down the drain. For me, I would never use petals in a bath, so keep the recipient in mind when ordering this.<br /><br />The bar of soap is the only item that would be used by most people.<br /><br />One thing I love is that the color of the dissolved bomb did not adhere to my skin, my hand bath, or my towel. That is not always the case with bath bombs today.<br /><br />The current price of $9.74 ($12.99 minus 25%) comes to $1.95 per item which is reasonable.","[{'small_image_url': 'https://m.media-amazon.com/images/I/718JxZzRsNL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/718JxZzRsNL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/718JxZzRsNL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81XyalQQ7OL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81XyalQQ7OL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81XyalQQ7OL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81YR-wa-VsL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81YR-wa-VsL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81YR-wa-VsL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81bPg319SYL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81bPg319SYL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81bPg319SYL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B095CG2ZV1,B095CG2ZV1,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-09-11 13:31:15.148,1,False,Bath bombs and soap set review summary.,"Bath bombs spell MOM, unimpressive.",0.26666666666666666
3,"Gorgeous, heavy, and also fragile but must be for those w/thick long hair","This is a work of art. It is absolutely gorgeous. It is also a bit heavy and it is fragile. The white flowers appear like they are made of clay. The design is lovely. However, I have short to medium-length fine curly hair and no matter what I do I cannot get this to stay. It immediately wants to fall out. I feel this is best applied by someone who is a stylist and perhaps can affix this with some pins. It is also probably best for someone who has thick long hair than someone with fine hair like me.<br /><br />I love this but am disappointed it does not work for me. Also, this can be used for any elegant occasion and not just by a bride. <br /><br />The current price of $19.99 is competitively priced for this. Note that I ordered the style called ""Silver 1."" However, what is pictured is a lot longer than what I received. Mine is more tightly compacted and half the size and there were no wires I could stretch out. I actually prefer the shorter version but the product shown really should be the one sent even though this is handmade. Therefore, my recommendation is to return the comb if you are not satisfied and if it is not close to the one pictured.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81XXhUch2IL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81XXhUch2IL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81XXhUch2IL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91V7jdv6bnL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91V7jdv6bnL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91V7jdv6bnL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B096XDXNY5,B096XDXNY5,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-07-30 23:47:13.474,0,False,"Review of elegant, decorative hair comb.","Beautiful, fragile, elegant, overpriced, disappointing.",0.0909090909090909
4,Packaging is heart shaped; love the colors & sponge texture; metal holder is great,"This is a lovely set of two sponges but they are not heart shaped. What is heart shaped is the plastic holding the two sponges together with the flat side joining into what almost looks like a heart. Nevertheless, I still love them. The set comes with a great metal sponge holder. The sponges are dense. As a result, make-up does not soak in as easily.<br /><br />Both blenders have a flat side which is great for smooth applications. These feel good in the hands, blend reasonably well, and feel soft against my skin. These blenders make a great gift for the make-up obsessed. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />The sponges themselves are similar in style to all of the others that I tried before this with the exception that the sponges are on the dense side instead of airy. To me what set of sponges to buy all comes down to the price and the angles one wants on the sponges as well as whether it is for gifting or not. The colors are important too - at least to me. These colors also make it perfect for the Easter Basket.<br /><br />At the current price of $7.99 this comes to a pricey $2.66 per piece if I count the holder. Most other blenders sell for between $1.25 and $1.75 per piece in a set like this but without the heart-shaped packaging.","[{'small_image_url': 'https://m.media-amazon.com/images/I/8167aC+7v3L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/8167aC+7v3L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/8167aC+7v3L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81SnZvioJ-L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81SnZvioJ-L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81SnZvioJ-L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/91VU45WRgfL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/91VU45WRgfL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/91VU45WRgfL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0841S3FRB,B0841S3FRB,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-07-22 22:16:41.828,1,False,Two sponges with heart-shaped container.,"Dense sponges, heart-shaped holder, pricey.",0.35000000000000003
5,Love the colors in this sponge set; sponge texture is dense; metal holder is great,"This is a lovely set of three sponges in Easter colors of green, pink, and lilac. It also comes with a great metal sponge holder. The sponges are dense unlike most sponges like this on the market. As a result, make-up does not soak in as easily.<br /><br />The one lilac sponge with a flat side is great for smooth applications. The typical egg-shaped (pink) and the hour-glass (green) sponges are good for blending or any large make-up application. The hour-glass one is easy to hold in the center.<br /><br />These feel good in the hands, blend reasonably well, and feel soft against my skin. These blenders make a great gift for the make-up obsessed. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />The sponges themselves are similar in style to all of the others that I tried before this with the exception that the sponges are on the dense side instead of airy. To me what set of sponges to buy all comes down to the price and the angles one wants on the sponges as well as whether it is for gifting or not. The colors are important too - at least to me. These colors also make it perfect for the Easter Basket.<br /><br />At the current price of $6.99 it is a reasonable $1.75 per piece if I count the holder.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81P8ZLSwsiL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81P8ZLSwsiL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81P8ZLSwsiL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81TiYaVDE1L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81TiYaVDE1L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81TiYaVDE1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/81f1JrZA7BL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81f1JrZA7BL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81f1JrZA7BL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B083GCHL8R,B083GCHL8R,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-07-22 17:56:53.839,1,False,Dense sponges for make-up blending review.,"Dense sponges, holder, Easter colors.",0.26666666666666666
2,Pretty headband but it is too slinky to stay put in my hair,I thought I would love this headband. It is gorgeous and feels great but the material it is made of is so slippery that it keeps sliding off my hair. It is only for this reason I rated this 2 stars as it is not for me.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813+IAd0YjL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813+IAd0YjL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/813+IAd0YjL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8195-Q43GuL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8195-Q43GuL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/8195-Q43GuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B092M1WFTR,B092M1WFTR,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-07-16 23:13:45.322,1,False,Inadequate headband design causes slipping.,"Gorgeous, but slides off hair.",0.0
3,Love the blender sponges but I am not crazy about the brush,"There is one recessed foundation brush in this set along with three blender sponges.<br /><br />The brush is not high quality. I love the unique container as the brush comes out of the tube the same way lipstick does. However, the container is thin and the bristles are only marginally soft and definitely feel synthetic and are shiny. However, there is no shedding. A brush like this is good for travel where it will be used sparingly.<br /><br />The star of this set are the three blender sponges. There are two sponges with a flat side which is great for smooth applications. The other sponge is a typical egg-shaped sponge that is good for blending or any large make-up application. These blenders feel good in the hands, blend well, and feel soft against my skin. They do have a slight smell to them but it is not offensive.<br /><br />The current price of $10.99 for 4 pieces comes to a pricey $2.75 per item. I love the sponges and to me they are five stars; however the brush is 2 stars to me. This brush only makes sense for travel or someone who wants a brush that remains covered and will not soil their other make-up applicators or bag. Note that the packaging is more than double the size of the products within. I can fit three sets of these in the box it came in.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81chu5JJFBL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81chu5JJFBL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81chu5JJFBL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91qvXCibQwL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91qvXCibQwL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91qvXCibQwL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B092D43C8Q,B092D43C8Q,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-07-07 21:07:29.016,1,False,Blending sponges outshine low-quality brush.,"Brush mediocre, sponges soft stars.",0.1818181818181818
4,Fragrance is subtle but lovely and floral; just enough to freshen up an area or relax to,"This is a nice room freshener. The fragrance is subtle but lovely and floral. Some fragrances give me a headache if they are too strong but this one does not. I love spraying this in my bedroom. It is also a great fragrance to relax with before falling asleep--no dangerous scented candle needed. It does not help promote sleep for me but it is soothing to my senses. The aroma does not last long--about 15 minutes. I happen to like fragrance, so I do like this linen spray.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XaCqJSLrL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XaCqJSLrL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81XaCqJSLrL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08T7GPT1D,B08T7GPT1D,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,2021-06-29 22:44:58.955,1,False,"Nice, soothing, floral room freshener spray.","Subtle, floral, soothing, short-lived scent.",0.16666666666666666
